Date,Open,High,Low,Close,Adj Close,Volume,ticker
2018-01-02,52.7599983215332,52.790000915527344,52.16999816894531,52.189998626708984,43.32794189453125,6644600,MS
2018-01-03,52.29999923706055,52.54999923706055,51.91999816894531,52.33000183105469,43.444175720214844,6955500,MS
2018-01-04,52.79999923706055,53.529998779296875,52.5099983215332,53.130001068115234,44.108333587646484,8678800,MS
2018-01-05,53.20000076293945,53.2400016784668,52.7400016784668,53.11000061035156,44.091739654541016,6476000,MS
2018-01-08,52.93000030517578,53.16999816894531,52.689998626708984,52.88999938964844,43.90908432006836,6681400,MS
2018-01-09,53.060001373291016,53.52000045776367,53.02000045776367,53.29999923706055,44.24945831298828,6622700,MS
2018-01-10,53.939998626708984,54.47999954223633,53.61000061035156,53.93000030517578,44.772491455078125,11028800,MS
2018-01-11,54.13999938964844,54.34000015258789,53.81999969482422,54.20000076293945,44.99665832519531,8310000,MS
2018-01-12,54.56999969482422,55.13999938964844,54.52000045776367,55.119998931884766,45.76042175292969,8998000,MS
2018-01-16,55.650001525878906,55.97999954223633,54.20000076293945,54.599998474121094,45.32872009277344,11168500,MS
2018-01-17,54.779998779296875,55.40999984741211,53.86000061035156,55.349998474121094,45.95136642456055,11905200,MS
2018-01-18,55.900001525878906,55.9900016784668,55.09000015258789,55.84000015258789,46.3581657409668,13953900,MS
2018-01-19,55.689998626708984,57.5,55.689998626708984,57.459999084472656,47.70309066772461,15124200,MS
2018-01-22,56.470001220703125,57.47999954223633,56.130001068115234,57.36000061035156,47.62006759643555,16858300,MS
2018-01-23,57.13999938964844,57.310001373291016,56.650001525878906,56.90999984741211,47.24647521972656,9372200,MS
2018-01-24,57.209999084472656,57.72999954223633,56.900001525878906,57.2400016784668,47.520442962646484,8403600,MS
2018-01-25,57.36000061035156,57.369998931884766,56.61000061035156,56.810001373291016,47.1634635925293,9463800,MS
2018-01-26,57.09000015258789,57.619998931884766,56.75,57.599998474121094,47.819313049316406,8382200,MS
2018-01-29,57.4900016784668,58.04999923706055,57.40999984741211,57.45000076293945,47.69477844238281,7493500,MS
2018-01-30,56.66999816894531,57.290000915527344,56.54999923706055,56.599998474121094,47.19448471069336,7321200,MS
2018-01-31,56.709999084472656,57.08000183105469,56.33000183105469,56.54999923706055,47.152793884277344,7193100,MS
2018-02-01,56.5,57.459999084472656,56.369998931884766,57.45000076293945,47.90323257446289,7474400,MS
2018-02-02,57.029998779296875,57.290000915527344,55.38999938964844,55.47999954223633,46.26060485839844,9783700,MS
2018-02-05,54.63999938964844,55.630001068115234,51.91999816894531,52.54999923706055,43.8174934387207,13439000,MS
2018-02-06,51.20000076293945,54.36000061035156,50.900001525878906,54.33000183105469,45.30170822143555,17628700,MS
2018-02-07,53.91999816894531,55.709999084472656,53.88999938964844,54.54999923706055,45.485137939453125,11541700,MS
2018-02-08,54.540000915527344,54.650001525878906,51.790000915527344,51.790000915527344,43.18378829956055,14073100,MS
2018-02-09,52.560001373291016,52.90999984741211,50.02000045776367,52.13999938964844,43.47563552856445,15736400,MS
2018-02-12,52.79999923706055,54.13999938964844,52.619998931884766,53.43000030517578,44.551265716552734,11712900,MS
2018-02-13,53.029998779296875,53.880001068115234,52.86000061035156,53.38999938964844,44.51789855957031,8659500,MS
2018-02-14,53.27000045776367,55.099998474121094,53.2599983215332,55.04999923706055,45.90205764770508,10536300,MS
2018-02-15,55.47999954223633,55.599998474121094,54.58000183105469,55.400001525878906,46.19389724731445,7769900,MS
2018-02-16,55.29999923706055,55.56999969482422,54.95000076293945,55.13999938964844,45.97710418701172,7448200,MS
2018-02-20,54.93000030517578,55.650001525878906,54.7400016784668,55.060001373291016,45.910396575927734,7709400,MS
2018-02-21,55.11000061035156,56.33000183105469,54.959999084472656,55.099998474121094,45.943748474121094,8363000,MS
2018-02-22,55.40999984741211,55.90999984741211,54.61000061035156,54.86000061035156,45.743629455566406,6111600,MS
2018-02-23,55.040000915527344,56.130001068115234,55.040000915527344,56.06999969482422,46.75255584716797,6687100,MS
2018-02-26,56.310001373291016,57.0099983215332,56.20000076293945,57.0099983215332,47.53635025024414,7795800,MS
2018-02-27,57.0,57.81999969482422,56.66999816894531,56.720001220703125,47.2945442199707,11757700,MS
2018-02-28,57.09000015258789,57.630001068115234,56.0099983215332,56.02000045776367,46.71086502075195,9599100,MS
2018-03-01,55.88999938964844,56.290000915527344,54.40999984741211,54.4900016784668,45.43511962890625,12093900,MS
2018-03-02,54.13999938964844,54.869998931884766,53.5099983215332,54.7400016784668,45.643577575683594,12154100,MS
2018-03-05,54.31999969482422,56.0,54.279998779296875,55.4900016784668,46.26893615722656,7598500,MS
2018-03-06,55.88999938964844,56.709999084472656,55.40999984741211,56.560001373291016,47.161128997802734,9762300,MS
2018-03-07,55.83000183105469,57.029998779296875,55.70000076293945,56.880001068115234,47.427955627441406,8181000,MS
2018-03-08,56.95000076293945,57.16999816894531,55.970001220703125,56.959999084472656,47.49466323852539,7553500,MS
2018-03-09,57.34000015258789,58.790000915527344,57.25,58.66999816894531,48.92050552368164,10536000,MS
2018-03-12,58.61000061035156,59.380001068115234,58.54999923706055,58.90999984741211,49.12062072753906,8123200,MS
2018-03-13,59.220001220703125,59.290000915527344,57.869998931884766,58.029998779296875,48.3868522644043,6031100,MS
2018-03-14,58.41999816894531,58.41999816894531,56.79999923706055,56.9900016784668,47.519676208496094,8384300,MS
2018-03-15,57.38999938964844,57.540000915527344,56.939998626708984,57.220001220703125,47.711456298828125,5648700,MS
2018-03-16,57.38999938964844,58.060001373291016,57.290000915527344,57.5099983215332,47.95326614379883,9144800,MS
2018-03-19,57.400001525878906,57.66999816894531,56.189998626708984,56.95000076293945,47.48632049560547,8117800,MS
2018-03-20,57.189998626708984,57.869998931884766,56.88999938964844,57.470001220703125,47.919918060302734,8426700,MS
2018-03-21,57.33000183105469,58.16999816894531,56.88999938964844,57.11000061035156,47.61974334716797,8676000,MS
2018-03-22,56.310001373291016,56.66999816894531,54.5099983215332,54.63999938964844,45.56019592285156,14900500,MS
2018-03-23,54.90999984741211,54.91999816894531,51.9900016784668,52.06999969482422,43.417259216308594,16707800,MS
2018-03-26,53.33000183105469,54.43000030517578,52.63999938964844,54.29999923706055,45.27669143676758,11913700,MS
2018-03-27,54.529998779296875,54.900001525878906,52.630001068115234,53.150001525878906,44.31779098510742,12389400,MS
2018-03-28,53.279998779296875,53.43000030517578,51.970001220703125,52.90999984741211,44.11766815185547,11262300,MS
