Date,Open,High,Low,Close,Adj Close,Volume,ticker
2018-01-02,107.62999725341797,108.0199966430664,106.80999755859375,107.94999694824219,90.12552642822266,13578800,JPM
2018-01-03,107.86000061035156,108.48999786376953,107.4800033569336,108.05999755859375,90.21734619140625,11901000,JPM
2018-01-04,108.36000061035156,110.02999877929688,108.19999694824219,109.04000091552734,91.509765625,12953700,JPM
2018-01-05,109.26000213623047,109.55000305175781,107.77999877929688,108.33999633789062,90.92232513427734,14155000,JPM
2018-01-08,108.1500015258789,108.68000030517578,107.69999694824219,108.5,91.05657958984375,12466500,JPM
2018-01-09,108.72000122070312,109.62999725341797,108.48999786376953,109.05000305175781,91.51815795898438,13292300,JPM
2018-01-10,109.47000122070312,110.69999694824219,109.38999938964844,110.25,92.52521514892578,15834500,JPM
2018-01-11,110.66999816894531,110.93000030517578,110.05000305175781,110.83999633789062,93.02039337158203,13676800,JPM
2018-01-12,111.6500015258789,112.8499984741211,110.83999633789062,112.66999816894531,94.55618286132812,18884200,JPM
2018-01-16,111.51000213623047,113.43000030517578,111.06999969482422,112.2699966430664,94.2204818725586,22703300,JPM
2018-01-17,111.88999938964844,113.30000305175781,111.30999755859375,112.98999786376953,94.8247299194336,14940300,JPM
2018-01-18,112.76000213623047,113.72000122070312,112.2699966430664,113.26000213623047,95.05131530761719,14572900,JPM
2018-01-19,113.94000244140625,114.33999633789062,112.80000305175781,113.01000213623047,94.8415298461914,18785500,JPM
2018-01-22,112.66000366210938,114.38999938964844,112.5,114.33000183105469,95.94928741455078,12475700,JPM
2018-01-23,113.66999816894531,114.63999938964844,113.3499984741211,114.20999908447266,95.84858703613281,12320800,JPM
2018-01-24,114.86000061035156,116.0,114.66000366210938,115.66999816894531,97.07386016845703,15904500,JPM
2018-01-25,116.04000091552734,116.16999816894531,115.08000183105469,115.69999694824219,97.09903717041016,13510000,JPM
2018-01-26,115.69999694824219,116.31999969482422,114.95999908447266,116.31999969482422,97.61937713623047,13883900,JPM
2018-01-29,116.0199966430664,117.3499984741211,116.0199966430664,116.19999694824219,97.51866912841797,11679900,JPM
2018-01-30,115.52999877929688,116.5999984741211,114.9800033569336,115.11000061035156,96.60388946533203,14279100,JPM
2018-01-31,115.6500015258789,116.66000366210938,115.16000366210938,115.66999816894531,97.07386016845703,13141400,JPM
2018-02-01,115.7699966430664,116.98999786376953,115.4800033569336,116.87000274658203,98.08092498779297,13800600,JPM
2018-02-02,116.48999786376953,116.91999816894531,114.08999633789062,114.27999877929688,95.90733337402344,16477300,JPM
2018-02-05,113.0,114.58999633789062,103.9800033569336,108.80000305175781,91.30836486816406,30097600,JPM
2018-02-06,106.8499984741211,112.4800033569336,106.61000061035156,112.11000061035156,94.08621978759766,33114800,JPM
2018-02-07,111.55000305175781,114.44999694824219,111.1500015258789,112.87000274658203,94.72403717041016,21878300,JPM
2018-02-08,113.11000061035156,113.11000061035156,107.83999633789062,107.87999725341797,90.5362548828125,27425800,JPM
2018-02-09,109.0999984741211,111.05000305175781,106.2300033569336,110.04000091552734,92.34899139404297,28188000,JPM
2018-02-12,111.16999816894531,112.7300033569336,110.06999969482422,111.73999786376953,93.77569580078125,18043300,JPM
2018-02-13,111.31999969482422,113.05000305175781,110.80000305175781,112.43000030517578,94.35477447509766,16358200,JPM
2018-02-14,112.62999725341797,115.2699966430664,112.52999877929688,115.02999877929688,96.53675842285156,15186900,JPM
2018-02-15,115.73999786376953,115.98999786376953,114.22000122070312,115.51000213623047,96.93959045410156,12130200,JPM
2018-02-16,114.55000305175781,116.06999969482422,114.5,114.68000030517578,96.24303436279297,13214300,JPM
2018-02-20,114.6500015258789,115.38999938964844,113.97000122070312,114.70999908447266,96.26821899414062,13461500,JPM
2018-02-21,115.0,117.44999694824219,114.66999816894531,115.19000244140625,96.6710433959961,14212500,JPM
2018-02-22,115.5,116.43000030517578,114.76000213623047,114.9800033569336,96.49478149414062,17070400,JPM
2018-02-23,115.30999755859375,117.38999938964844,115.30999755859375,117.30999755859375,98.45020294189453,12162500,JPM
2018-02-26,118.13999938964844,118.9000015258789,117.31999969482422,118.7699966430664,99.67548370361328,16511200,JPM
2018-02-27,118.91000366210938,119.33000183105469,117.3499984741211,117.36000061035156,98.49215698242188,17563300,JPM
2018-02-28,117.81999969482422,118.48999786376953,115.33999633789062,115.5,96.93120574951172,17735600,JPM
2018-03-01,115.4800033569336,116.63999938964844,112.6500015258789,113.43000030517578,95.1939926147461,18690000,JPM
2018-03-02,112.38999938964844,113.55999755859375,111.12000274658203,113.31999969482422,95.10167694091797,18353700,JPM
2018-03-05,112.05000305175781,115.93000030517578,111.88999938964844,115.05999755859375,96.56193542480469,13933000,JPM
2018-03-06,115.63999938964844,115.81999969482422,114.31999969482422,115.16000366210938,96.6458740234375,10674400,JPM
2018-03-07,113.75,115.0999984741211,113.11000061035156,114.7300033569336,96.28500366210938,13006500,JPM
2018-03-08,115.11000061035156,115.2300033569336,113.20999908447266,114.73999786376953,96.29338073730469,11173700,JPM
2018-03-09,116.55000305175781,118.08000183105469,115.66999816894531,118.04000091552734,99.0628662109375,15366600,JPM
2018-03-12,118.0,118.75,117.25,117.66000366210938,98.74394226074219,12339300,JPM
2018-03-13,118.19999694824219,118.47000122070312,115.83000183105469,116.25,97.56063079833984,13312300,JPM
2018-03-14,116.55999755859375,116.58999633789062,114.5999984741211,114.94999694824219,96.46961212158203,12905100,JPM
