Date,Open,High,Low,Close,Adj Close,Volume
2023-01-03,384.3699951171875,386.42999267578125,377.8299865722656,380.82000732421875,373.9568176269531,74850700
2023-01-04,383.17999267578125,385.8800048828125,380.0,383.760009765625,376.8438415527344,85934100
2023-01-05,381.7200012207031,381.8399963378906,378.760009765625,379.3800048828125,372.54278564453125,76970500
2023-01-06,382.6099853515625,389.25,379.4100036621094,388.0799865722656,381.0859680175781,104189600
2023-01-09,390.3699951171875,393.70001220703125,387.6700134277344,387.8599853515625,380.86993408203125,73978100
2023-01-10,387.25,390.6499938964844,386.2699890136719,390.5799865722656,383.5409240722656,65358100
2023-01-11,392.2300109863281,395.6000061035156,391.3800048828125,395.5199890136719,388.391845703125,68881100
2023-01-12,396.6700134277344,398.489990234375,392.4200134277344,396.9599914550781,389.805908203125,90157700
2023-01-13,393.6199951171875,399.1000061035156,393.3399963378906,398.5,391.3181457519531,63903900
2023-01-17,398.4800109863281,400.2300109863281,397.05999755859375,397.7699890136719,390.6013488769531,62677300
2023-01-18,399.010009765625,400.1199951171875,391.2799987792969,391.489990234375,384.4344787597656,99632300
2023-01-19,389.3599853515625,391.0799865722656,387.260009765625,388.6400146484375,381.6358947753906,86958900
2023-01-20,390.1000061035156,396.0400085449219,388.3800048828125,395.8800048828125,388.74542236328125,91806400
2023-01-23,396.7200012207031,402.6499938964844,395.7200012207031,400.6300048828125,393.4097900390625,84178800
2023-01-24,398.8800048828125,401.1499938964844,397.6400146484375,400.20001220703125,392.987548828125,59524900
2023-01-25,395.95001220703125,400.70001220703125,393.55999755859375,400.3500061035156,393.13482666015625,84800300
2023-01-26,403.1300048828125,404.9200134277344,400.0299987792969,404.75,397.45550537109375,72287400
2023-01-27,403.6600036621094,408.1600036621094,403.44000244140625,405.67999267578125,398.3687438964844,68346200
2023-01-30,402.79998779296875,405.1300048828125,400.2799987792969,400.5899963378906,393.3705139160156,74202000
2023-01-31,401.1300048828125,406.5299987792969,400.7699890136719,406.4800109863281,399.15435791015625,86811800
2023-02-01,405.2099914550781,413.6700134277344,402.3500061035156,410.79998779296875,403.3964538574219,101459200
2023-02-02,414.8599853515625,418.30999755859375,412.8800048828125,416.7799987792969,409.2687072753906,101654500
2023-02-03,411.5899963378906,416.9700012207031,411.0899963378906,412.3500061035156,404.9185485839844,94736800
2023-02-06,409.7900085449219,411.2900085449219,408.1000061035156,409.8299865722656,402.4439697265625,60295300
2023-02-07,408.8699951171875,416.489990234375,407.57000732421875,415.19000244140625,407.7073669433594,90990700
2023-02-08,413.1300048828125,414.5299987792969,409.92999267578125,410.6499938964844,403.2492370605469,76227500
2023-02-09,414.4100036621094,414.57000732421875,405.80999755859375,407.0899963378906,399.75335693359375,78694900
2023-02-10,405.8599853515625,408.44000244140625,405.010009765625,408.0400085449219,400.68621826171875,70769700
2023-02-13,408.7200012207031,412.9700012207031,408.239990234375,412.8299865722656,405.389892578125,64913500
2023-02-14,411.239990234375,415.04998779296875,408.510009765625,412.6400146484375,405.20330810546875,88389300
2023-02-15,410.3500061035156,414.05999755859375,409.4700012207031,413.9800109863281,406.51922607421875,61555700
2023-02-16,408.7900085449219,412.9100036621094,408.1400146484375,408.2799987792969,400.9219055175781,76431500
2023-02-17,406.05999755859375,407.510009765625,404.04998779296875,407.260009765625,399.9202880859375,89257800
2023-02-21,403.05999755859375,404.1600036621094,398.82000732421875,399.0899963378906,391.8975524902344,82655900
2023-02-22,399.5199890136719,401.1300048828125,397.0199890136719,398.5400085449219,391.3574523925781,83742300
2023-02-23,401.55999755859375,402.20001220703125,396.25,400.6600036621094,393.43927001953125,96242400
2023-02-24,395.4200134277344,397.25,393.6400146484375,396.3800048828125,389.23638916015625,108194400
2023-02-27,399.8699951171875,401.2900085449219,396.75,397.7300109863281,390.56207275390625,80444700
2023-02-28,397.2300109863281,399.2799987792969,396.1499938964844,396.260009765625,389.1185607910156,96438600
2023-03-01,395.4100036621094,396.69000244140625,393.3800048828125,394.739990234375,387.6259460449219,99706800
2023-03-02,392.67999267578125,398.69000244140625,392.3299865722656,397.80999755859375,390.640625,85127800
2023-03-03,399.7099914550781,404.45001220703125,399.0299987792969,404.19000244140625,396.9056091308594,90120000
2023-03-06,405.04998779296875,407.45001220703125,404.010009765625,404.4700012207031,397.1805725097656,72795900
2023-03-07,404.4200134277344,404.6700134277344,397.6300048828125,398.2699890136719,391.09228515625,108310600
2023-03-08,398.3900146484375,399.7099914550781,396.5899963378906,398.9200134277344,391.7305908203125,74746600
2023-03-09,399.739990234375,401.4800109863281,390.5299987792969,391.55999755859375,384.50323486328125,111945300
2023-03-10,390.989990234375,393.1600036621094,384.32000732421875,385.9100036621094,378.955078125,189253000
2023-03-13,381.80999755859375,390.3900146484375,380.6499938964844,385.3599853515625,378.4150085449219,157790000
2023-03-14,390.5,393.45001220703125,387.04998779296875,391.7300109863281,384.6701965332031,149752400
2023-03-15,385.8900146484375,389.489990234375,383.7099914550781,389.2799987792969,382.26434326171875,172996900
2023-03-16,386.82000732421875,396.4700012207031,386.2900085449219,396.1099853515625,388.9712219238281,143254200
2023-03-17,393.2200012207031,394.3999938964844,388.54998779296875,389.989990234375,384.423095703125,140553400
2023-03-20,390.79998779296875,394.1700134277344,390.07000732421875,393.739990234375,388.1195983886719,93055800
2023-03-21,397.239990234375,399.4100036621094,395.5799865722656,398.9100036621094,393.2157897949219,91524200
2023-03-22,398.7300109863281,402.489990234375,392.07000732421875,392.1099853515625,386.5128479003906,111746600
2023-03-23,395.0899963378906,399.2900085449219,390.3500061035156,393.1700134277344,387.5577392578125,119351300
2023-03-24,391.8399963378906,395.8399963378906,389.3999938964844,395.75,390.1009216308594,107682400
2023-03-27,398.1199951171875,398.9200134277344,395.55999755859375,396.489990234375,390.830322265625,74010400
2023-03-28,395.7699890136719,396.489990234375,393.69000244140625,395.6000061035156,389.95306396484375,62871700
2023-03-29,399.92999267578125,401.6000061035156,398.67999267578125,401.3500061035156,395.6209716796875,77497900
2023-03-30,404.0899963378906,404.3500061035156,401.760009765625,403.70001220703125,397.93743896484375,69840000
2023-03-31,404.6600036621094,409.70001220703125,404.54998779296875,409.3900146484375,403.54620361328125,112062600
2023-04-03,408.8500061035156,411.3699951171875,408.44000244140625,410.95001220703125,405.08392333984375,67391100
2023-04-04,411.6199951171875,411.9200134277344,407.239990234375,408.6700134277344,402.8365173339844,66601500
2023-04-05,407.9100036621094,408.70001220703125,405.8800048828125,407.6000061035156,401.7817687988281,65200200
2023-04-06,406.7699890136719,409.4800109863281,405.67999267578125,409.19000244140625,403.34906005859375,63743300
2023-04-10,406.6099853515625,409.69000244140625,405.9700012207031,409.6099853515625,403.7630310058594,63681000
2023-04-11,410.260009765625,411.17999267578125,408.9200134277344,409.7200012207031,403.8714599609375,59297900
2023-04-12,411.8699951171875,412.1700134277344,407.44000244140625,408.04998779296875,402.22528076171875,86420400
2023-04-13,409.17999267578125,413.8399963378906,407.989990234375,413.4700012207031,407.5679931640625,85814800
2023-04-14,412.80999755859375,415.0899963378906,410.05999755859375,412.4599914550781,406.5723571777344,78161500
2023-04-17,412.3699951171875,413.9599914550781,411.0899963378906,413.94000244140625,408.03125,66436400
2023-04-18,415.5799865722656,415.7200012207031,412.7799987792969,414.2099914550781,408.29736328125,63560000
2023-04-19,412.2200012207031,415.0799865722656,412.1600036621094,414.1400146484375,408.2283630371094,55227300
2023-04-20,411.2099914550781,413.70001220703125,410.2699890136719,411.8800048828125,406.00067138671875,75840400
2023-04-21,412.19000244140625,412.67999267578125,410.1700134277344,412.20001220703125,406.3160705566406,73457400
2023-04-24,411.989990234375,413.07000732421875,410.6000061035156,412.6300048828125,406.7399597167969,64332100
2023-04-25,410.5799865722656,411.1600036621094,406.0199890136719,406.0799865722656,400.283447265625,97766700
2023-04-26,406.7200012207031,407.8399963378906,403.7799987792969,404.3599853515625,398.5879821777344,80447000
2023-04-27,407.0,412.69000244140625,406.739990234375,412.4100036621094,406.5230712890625,92968400
2023-04-28,411.489990234375,415.94000244140625,411.42999267578125,415.92999267578125,409.9928283691406,89335600
2023-05-01,415.4700012207031,417.6199951171875,415.2699890136719,415.510009765625,409.5788269042969,62122300
2023-05-02,414.7699890136719,414.82000732421875,407.82000732421875,410.8399963378906,404.9754943847656,103998500
2023-05-03,411.3599853515625,413.8699951171875,407.7699890136719,408.0199890136719,402.19573974609375,91531800
2023-05-04,406.92999267578125,407.2699890136719,403.739990234375,405.1300048828125,399.34698486328125,94901900
2023-05-05,408.9100036621094,413.7200012207031,408.6400146484375,412.6300048828125,406.7399597167969,87844000
2023-05-08,412.9700012207031,413.239990234375,411.2799987792969,412.739990234375,406.8483581542969,50046800
2023-05-09,411.1300048828125,412.0899963378906,410.69000244140625,410.92999267578125,405.064208984375,49220100
2023-05-10,413.8800048828125,414.5400085449219,408.8699951171875,412.8500061035156,406.9568176269531,96142900
2023-05-11,411.95001220703125,412.42999267578125,409.9700012207031,412.1300048828125,406.2470703125,70157100
2023-05-12,413.4200134277344,413.6400146484375,409.07000732421875,411.5899963378906,405.7148132324219,70439400
2023-05-15,412.2200012207031,413.42999267578125,410.2300109863281,413.010009765625,407.114501953125,54289400
2023-05-16,411.8599853515625,412.82000732421875,410.239990234375,410.25,404.3939208984375,57705500
2023-05-17,412.3500061035156,415.8599853515625,410.6400146484375,415.2300109863281,409.3028259277344,87287000
2023-05-18,414.8999938964844,419.6700134277344,414.6700134277344,419.2300109863281,413.2456970214844,97177200
2023-05-19,420.1700134277344,420.7200012207031,417.3500061035156,418.6199951171875,412.6444396972656,103679700
2023-05-22,418.6400146484375,420.3900146484375,417.3500061035156,418.7900085449219,412.8120422363281,60745400
2023-05-23,417.0799865722656,418.7200012207031,413.67999267578125,414.0899963378906,408.1791076660156,86383500
2023-05-24,412.4200134277344,412.82000732421875,409.8800048828125,411.0899963378906,405.221923828125,89213700
2023-05-25,414.739990234375,416.1600036621094,412.4100036621094,414.6499938964844,408.7311096191406,90961600
2023-05-26,415.3299865722656,420.7699890136719,415.25,420.0199890136719,414.0244140625,93830000
2023-05-30,422.0299987792969,422.5799865722656,418.739990234375,420.17999267578125,414.1821594238281,72216000
2023-05-31,418.2799987792969,419.2200012207031,416.2200012207031,417.8500061035156,411.88543701171875,110811800
2023-06-01,418.0899963378906,422.9200134277344,416.7900085449219,421.82000732421875,415.79876708984375,88865000
2023-06-02,424.5,428.739990234375,423.95001220703125,427.9200134277344,421.8116760253906,91366700
2023-06-05,428.2799987792969,429.6199951171875,426.3699951171875,427.1000061035156,421.00341796875,65460200
2023-06-06,426.6700134277344,428.5799865722656,425.989990234375,428.0299987792969,421.92010498046875,64022200
2023-06-07,428.44000244140625,429.6199951171875,426.1099853515625,426.54998779296875,420.461181640625,85373300
2023-06-08,426.6199951171875,429.6000061035156,425.82000732421875,429.1300048828125,423.00439453125,61952800
2023-06-09,429.9599914550781,431.989990234375,428.8699951171875,429.8999938964844,423.763427734375,85742800
2023-06-12,430.9200134277344,433.8800048828125,430.1700134277344,433.79998779296875,427.60772705078125,76104300
2023-06-13,435.32000732421875,437.3299865722656,434.6300048828125,436.6600036621094,430.42694091796875,95899700
2023-06-14,437.010009765625,439.05999755859375,433.5899963378906,437.17999267578125,430.9394836425781,100612100
2023-06-15,436.3299865722656,443.8999938964844,436.2300109863281,442.6000061035156,436.28216552734375,110303100
2023-06-16,443.0199890136719,443.6099853515625,438.9700012207031,439.4599914550781,434.79608154296875,114121300
2023-06-20,437.45001220703125,438.3699951171875,435.0299987792969,437.17999267578125,432.5402526855469,76160400
2023-06-21,436.1600036621094,436.989990234375,434.3299865722656,434.94000244140625,430.32403564453125,76982300
2023-06-22,433.95001220703125,436.6199951171875,433.6000061035156,436.510009765625,431.8774108886719,70637200
2023-06-23,432.92999267578125,435.05999755859375,432.4700012207031,433.2099914550781,428.61236572265625,92074500
2023-06-26,432.6199951171875,434.6099853515625,431.19000244140625,431.44000244140625,426.8612060546875,72823600
2023-06-27,432.3500061035156,436.80999755859375,431.8800048828125,436.1700134277344,431.541015625,72813700
2023-06-28,435.04998779296875,437.44000244140625,434.4100036621094,436.3900146484375,431.7586975097656,75636000
2023-06-29,435.9599914550781,438.2799987792969,435.5400085449219,438.1099853515625,433.46038818359375,67882300
2023-06-30,441.44000244140625,444.29998779296875,441.1099853515625,443.2799987792969,438.5755310058594,104921500
2023-07-03,442.9200134277344,444.0799865722656,442.6300048828125,443.7900085449219,439.0801086425781,32793400
2023-07-05,441.9100036621094,443.8900146484375,441.8999938964844,443.1300048828125,438.4271545410156,58418400
2023-07-06,439.4200134277344,440.1000061035156,437.05999755859375,439.6600036621094,434.99395751953125,80658300
2023-07-07,438.6300048828125,442.6400146484375,438.29998779296875,438.54998779296875,433.895751953125,86076100
2023-07-10,438.17999267578125,439.8399963378906,437.5899963378906,439.6600036621094,434.99395751953125,62443500
2023-07-11,440.45001220703125,442.9700012207031,439.44000244140625,442.4599914550781,437.7641906738281,64463800
2023-07-12,446.3900146484375,447.4800109863281,444.9100036621094,446.0199890136719,441.28643798828125,91924500
2023-07-13,447.8999938964844,450.3800048828125,447.45001220703125,449.55999755859375,444.7889099121094,72425200
2023-07-14,450.4800109863281,451.3599853515625,448.489990234375,449.2799987792969,444.5118713378906,69761800
2023-07-17,449.1300048828125,451.92999267578125,449.0799865722656,450.8399963378906,446.0552978515625,52680200
2023-07-18,450.5,454.8599853515625,450.04998779296875,454.19000244140625,449.3697509765625,80744400
2023-07-19,455.010009765625,456.42999267578125,454.1099853515625,455.20001220703125,450.36907958984375,65891700
2023-07-20,454.1700134277344,455.1000061035156,451.44000244140625,452.17999267578125,447.3810729980469,70591600
2023-07-21,453.9599914550781,454.1700134277344,452.1700134277344,452.17999267578125,447.3810729980469,71245400
2023-07-24,453.3699951171875,455.0400085449219,452.29998779296875,454.20001220703125,449.3796691894531,54023400
2023-07-25,453.9200134277344,456.739990234375,453.8699951171875,455.44000244140625,450.6064758300781,55191200
2023-07-26,454.4700012207031,456.989990234375,453.3800048828125,455.510009765625,450.6757507324219,71052900
2023-07-27,459.0199890136719,459.44000244140625,451.54998779296875,452.489990234375,447.687744140625,92194400
2023-07-28,455.8800048828125,457.7799987792969,452.489990234375,456.9200134277344,452.07080078125,80011800
2023-07-31,457.4100036621094,458.1600036621094,456.04998779296875,457.7900085449219,452.9315490722656,62040400
2023-08-01,456.2699890136719,457.25,455.489990234375,456.4800109863281,451.63543701171875,55291500
2023-08-02,453.25,453.5199890136719,449.3500061035156,450.1300048828125,445.35284423828125,93933400
2023-08-03,448.0400085449219,450.7900085449219,447.3699951171875,448.8399963378906,444.0765075683594,64276100
2023-08-04,450.7200012207031,452.8999938964844,446.2699890136719,446.80999755859375,442.0680847167969,100052300
2023-08-07,448.7099914550781,450.8699951171875,447.989990234375,450.7099914550781,445.9266662597656,58357500
2023-08-08,448.0799865722656,450.70001220703125,445.2699890136719,448.75,443.98748779296875,71361300
2023-08-09,449.0299987792969,449.20001220703125,444.9599914550781,445.75,441.0193176269531,78789600
2023-08-10,448.19000244140625,451.70001220703125,444.70001220703125,445.9100036621094,441.1776428222656,93005500
2023-08-11,443.9700012207031,446.70001220703125,443.3500061035156,445.6499938964844,440.9203796386719,68664600
2023-08-14,444.70001220703125,448.1099853515625,444.3800048828125,448.1099853515625,443.354248046875,47867400
2023-08-15,446.2699890136719,446.6400146484375,442.29998779296875,442.8900146484375,438.189697265625,75707500
2023-08-16,442.4599914550781,444.17999267578125,439.5299987792969,439.6400146484375,434.97418212890625,80107200
